database_name,schema_name,table_name,table_type,table_description,ordinal_position,column_name,data_type,is_nullable,column_default,column_description
TRUSTED_FIDELIDADE,TPAPP,ETL_PREMISSAS,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),
TRUSTED_FIDELIDADE,TPAPP,TB_DUMP,BASE TABLE,,12,ORDEM,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS_LOG,BASE TABLE,,11,ARRIVALTERMINAL,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_AUX_DEPARA_TRECHOS,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora de ingestão do registro, com a data/hora local como valor padrão
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_OD,BASE TABLE,,8,SAFRA,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_CATERING_COSTS,BASE TABLE,,5,CAT_COST_PAX,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_OD_LOG,BASE TABLE,,9,TYPE,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG_LOG,BASE TABLE,,13,AVG_FARE_LF_MAIOR,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_LEG,BASE TABLE,,25,LF_MENOR_IGUAL,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_REGIONSND,BASE TABLE,,4,DES,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_REGIONSND_LOG,BASE TABLE,,9,SEGMETRO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_MEDIA_FUEL_TPVOO_LOG,BASE TABLE,,6,VLR,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TMP_FUEL_NOVA_LOG,BASE TABLE,,6,ESTADO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE,BASE TABLE,,12,SORT_PRICE,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_REGIONSND_LOG,BASE TABLE,,12,REGIAO2,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_OD_AJUSTE_CABINE,BASE TABLE,,8,ND_ROUTE,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BI_CICLOS_LOG,BASE TABLE,,9,FLIGHT_TIME_N,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_BI_RECEITA,BASE TABLE,,6,REVENUE,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_ROUTE_LOG,BASE TABLE,,4,PATH_AJUSTADO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE_LOG,BASE TABLE,,14,SORT_PRICE,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_LEG,BASE TABLE,,6,DEPDATE,DATE,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_OD_AJUSTE_CABINE,BASE TABLE,,9,TP_CNX,FLOAT,YES,,
